vehicle_id,previous_stop_id,next_stop_id,origin_stop_id,destination_stop_id,last_updated,lat,lon,route
1196,LSE:1,VINIL:4,LSE:1,IU:1,2025-11-12T16:20:18-06:00,40.111593,-88.207167,BRONZE West
1191,MATSDVN:2,DVNSNPR:3,DEPOT:1,KBYMYFR:2,2025-11-12T16:20:39-06:00,0.0,0.0,GREEN EXPRESS ALT WEST
2422,PKWRT:1,UNI4TH:1,UNICTGRV:1,IT:1,2025-11-12T16:21:42-06:00,40.116417,-88.22955,ORANGEHOPPER West
2429,SMROAK:1,FOXRSCNCE:1,WALMART:2,SWALMART:1,2025-11-12T16:21:42-06:00,40.094483,-88.244483,YELLOW South
1351,MYFRBDMR:2,MATSBDMR:1,DVNMYFR:3,LSE:8,2025-11-12T16:21:36-06:00,40.093733,-88.272167,GOLD East
2043,PLAKIRK:1,PLAJOANE:1,IT:2,INTRSRCH:1,2025-11-12T16:21:42-06:00,40.132133,-88.268383,LAVENDER North
1348,BDWYNWTR:1,MNUBNA:3,PKLN:1,UWALMART:2,2025-11-12T16:21:36-06:00,40.11191,-88.207417,GREY East
2202,BRADMATS:3,BRADWMBG:3,PKLN:1,PKLN:1,2025-11-12T16:21:45-06:00,40.127367,-88.274433,BROWN A
2365,GRNGWN:8,PLAZA:3,LNCLNKLRNY:1,PAR:2,2025-11-12T16:21:39-06:00,40.110367,-88.227567,ILLINI South
1716,LSE:2,BDWYUNI:2,UWALMART:2,PKLN:1,2025-11-12T16:21:45-06:00,40.112417,-88.207367,GREY West
2022,4THPDY:4,1STSTDM:2,PAR:2,LNCLNKLRNY:1,2025-11-12T16:21:42-06:00,40.101417,-88.235367,ILLINI North
2416,GLNTDR:4,GLNHRTN:4,PKLN:1,PKLN:1,2025-11-12T16:21:36-06:00,40.090183,-88.26305,BROWN A
2415,JOHNKNWD:3,SPFLDCFD:3,WSFLDLWNDL:4,RNDBRNRD:2,2025-11-12T16:21:33-06:00,40.112583,-88.286,GREEN East
1350,CHCHPSPCT:1,PSPCTVIN:8,UWALMART:2,PKLN:1,2025-11-12T16:21:39-06:00,40.118307,-88.254417,GREY West
2262,4THCHAL:4,ARYWRT:5,PAR:2,LNCLNKLRNY:1,2025-11-12T16:21:45-06:00,40.1054,-88.232133,ILLINI North
1721,HRISBLOM:3,HRISHRVRD:4,INTRSRCH:1,IT:2,2025-11-12T16:21:45-06:00,40.128067,-88.253217,LAVENDER South
1611,WNDSRFLDS:2,WDSRVLGGRN:3,RNDBRNRD:2,RNDBRNRD:2,2025-11-12T16:21:36-06:00,40.084017,-88.3048,PINK B
2424,SPFLDCFD:2,CFDSSI:2,WASHLRMN:7,PKLN:1,2025-11-12T16:21:39-06:00,40.114733,-88.2817,GREENHOPPER West
2201,RNDLFVIN:2,RNDLFERKA:2,PKLN:1,PKLN:1,2025-11-12T16:21:45-06:00,40.12345,-88.245183,BROWN B
2145,GWNNV:4,NVLNCLN:3,WALMART:2,LSE:1,2025-11-12T16:21:45-06:00,40.106033,-88.223883,RED Urbana
1938,SPFLDMATS:3,RNDBRNRD:2,PKLN:1,WASHLRMN:7,2025-11-12T16:21:42-06:00,40.111167,-88.276833,GREENHOPPER East
1836,PA6TH:1,6THGRG:2,PA6TH:1,STNCRKSTLWTR:1,2025-11-12T16:21:24-06:00,40.100617,-88.229117,GREEN East
2428,WDSRVYBK:1,WDSRWEST:2,RNDBRNRD:1,RNDBRNRD:1,2025-11-12T16:21:45-06:00,40.081933,-88.308633,PINK A
2430,SPFLDHVY:1,GRNGWN:7,LSE:8,DVNMYFR:3,2025-11-12T16:21:39-06:00,40.112767,-88.223767,GOLD West
2426,BRDYHI:3,,IT:1,MNBRDY:2,2025-11-12T16:21:42-06:00,40.11185,-88.170483,GREEN EAST
2105,LNCLNKING:4,ONYX:1,LNCLNKLRNY:2,PAR:2,2025-11-12T16:21:39-06:00,40.1287,-88.219583,ILLINI South
2104,ATRIUM:2,LNCLNKING:5,PAR:2,LNCLNKLRNY:2,2025-11-12T16:21:45-06:00,40.1272,-88.2194,ILLINI North
2148,PKCNTRL:3,BDWYUNI:7,RNDBRNRD:2,150DOD:5,2025-11-12T16:21:39-06:00,40.1172,-88.207633,ORANGE East
2146,WRTCHAL:4,GRGLIB:1,LSE:8,PAR:2,2025-11-12T16:21:45-06:00,40.105167,-88.23035,SILVER South
2020,PLAKIRK:3,,DEPOT:1,PLAMCNLY:3,2025-11-12T16:21:45-06:00,40.131017,-88.26295,YELLOW ALT NORTH
2041,FLOD:2,FLLNCLN:1,ODSS:1,IT:5,2025-11-12T16:21:36-06:00,40.098233,-88.21695,TEAL West
2436,GRGIKE:1,GRGMUM:1,E14:2,LSE:8,2025-11-12T16:21:45-06:00,40.104133,-88.232317,GOLDHOPPER East
2435,WRTCHAL:4,GRGIKE:2,IT:5,E14:2,2025-11-12T16:21:36-06:00,40.105217,-88.23035,YELLOWHOPPER South
2017,PAR:2,LAR:2,PAR:2,LNCLNKLRNY:1,2025-11-12T16:21:36-06:00,40.0994,-88.222667,ILLINI North
2433,VINIL:4,VINWASH:4,PKLN:1,WASHLRMN:7,2025-11-12T16:21:36-06:00,40.107767,-88.204983,GREENHOPPER East
2312,WRTHLY:4,GRNGWN:7,IT:5,ODSS:1,2025-11-12T16:21:42-06:00,40.110317,-88.22715,TEAL East
2419,KBYOAK:7,1STSMR:4,UNIWRT:2,ISWS:2,2025-11-12T16:21:42-06:00,40.095633,-88.24035,LINK South
2439,GRNGRGST:8,IU:2,WASHLRMN:7,PKLN:1,2025-11-12T16:21:39-06:00,40.110533,-88.223683,GREENHOPPER West
1724,IT:5,,,,2025-11-12T16:17:54-06:00,40.11535,-88.2415,Not available
1612,PLAZA:4,WHTWRT:2,E14:2,IT:5,2025-11-12T16:21:33-06:00,40.108433,-88.228833,YELLOWHOPPER North
1730,PAR:2,PSL:2,PAR:2,LSE:8,2025-11-12T16:21:45-06:00,40.1006,-88.220733,SILVER North
2147,EAST:2,,E14:2,PKNSEAST:2,2025-11-12T16:21:42-06:00,40.126933,-88.1923,GOLD East
2421,FAR:1,JPN:4,VETMED:1,VETMED:1,2025-11-12T16:21:42-06:00,40.098383,-88.219167,RAVEN N/A
2364,KRANNERT:2,IU:2,PAR:2,IT:5,2025-11-12T16:21:33-06:00,40.109233,-88.223867,TEAL West
2438,GRNLCST:1,NEILSPFLD:2,MNBRDY:2,WSFLDLWNDL:4,2025-11-12T16:21:36-06:00,40.11025,-88.2402,GREEN West
2431,,KBYOAK:2,E14:2,IT:5,2025-11-12T16:17:51-06:00,40.0957,-88.2393,YELLOWHOPPER North
1354,VINWLS:3,PSPCTWASH:4,PKLN:1,UWALMART:2,2025-11-12T16:21:42-06:00,40.12217,-88.26225,GREY East
1714,PDKELOTB:2,,CE:9,ASHTON:2,2025-11-12T16:21:36-06:00,40.115767,-88.2193,BROWN ALT PM A
2260,4THPDY:5,GRGLIB:1,LNCLNKLRNY:1,PAR:2,2025-11-12T16:21:45-06:00,40.103967,-88.233333,ILLINI South
1722,MNCHSNT:3,LGN1ST:3,WALMART:2,SWALMART:1,2025-11-12T16:21:42-06:00,40.115417,-88.241333,YELLOW South
1720,NEILHLY:4,GRNLCST:3,WSFLDLWNDL:4,MNBRDY:2,2025-11-12T16:21:42-06:00,40.110117,-88.2427,GREEN East
1728,,CRSNTRBM:1,RNDBRNRD:2,IT:1,2025-11-12T16:21:42-06:00,40.1111,-88.2793,BLUE East
2417,PLAZA:4,WHTWRT:2,SWALMART:1,WALMART:2,2025-11-12T16:21:45-06:00,40.109033,-88.228867,YELLOW North
2306,WDSRGLN:5,GLNHRTN:2,PKLN:1,PKLN:1,2025-11-12T16:21:45-06:00,40.085217,-88.262517,BROWN B
1734,SSTNMYRA:2,SSTNMOS:2,LSE:1,WALMART:2,2025-11-12T16:21:39-06:00,40.081483,-88.18305,RED Champaign
2305,IT:2,1STSPFLD:4,IT:2,MLKNCTSMDW:2,2025-11-12T16:21:36-06:00,40.115067,-88.242083,NAVY West
2149,,4THPA:1,PA6TH:1,CRTSWNSTN:3,2025-11-12T16:20:42-06:00,40.100633,-88.22655,GREEN EXPRESS West
2420,CFDCPA:1,SPFLD:3,UNICTGRV:9,RNDBRNRD:2,2025-11-12T16:21:36-06:00,40.114283,-88.282183,ORANGE West
2307,UNIMPL:1,VINWTR:4,UNICTGRV:9,RNDBRNRD:2,2025-11-12T16:21:39-06:00,40.116367,-88.2033,ORANGE West
2042,WHTWRT:2,UNI4TH:1,RNDBRNRD:2,IT:1,2025-11-12T16:21:42-06:00,40.1162,-88.228933,BLUE East
2040,PSL:1,,LSE:8,PAR:2,2025-11-12T16:21:45-06:00,40.10055,-88.220667,SILVER South
2434,WHT1ST:1,WLNTLGN:1,LSE:1,WALMART:2,2025-11-12T16:21:33-06:00,40.11555,-88.2411,RED Champaign
2311,WHTWRT:2,,ISWS:2,UNIWRT:2,2025-11-12T16:21:39-06:00,40.1162,-88.228867,LINK North
2021,GWNGRG:9,PSL:1,IT:5,PAR:2,2025-11-12T16:21:33-06:00,40.10415,-88.222117,TEAL East
1607,NEILCD:5,TCBMNRDS:1,SWALMART:1,WALMART:2,2025-11-12T16:21:33-06:00,40.142117,-88.25035,YELLOW North
1939,SPFLDVNDRN:1,SPFLDMCNLY:1,PA6TH:1,CRTSWNSTN:3,2025-11-12T16:21:39-06:00,40.112717,-88.258533,GREEN EXPRESS West
1713,WDSRVYBK:1,CATFN:1,IT:2,CATFS:2,2025-11-12T16:21:36-06:00,40.0841,-88.306867,NAVY West
1729,SPFLDCFD:6,SPFLDMATS:3,RNDBRNRD:2,WASHLRMN:7,2025-11-12T16:21:39-06:00,40.112767,-88.279083,GREENHOPPER EAST
1727,KBY1ST:3,4THPA:2,ISWS:2,UNIWRT:2,2025-11-12T16:21:36-06:00,40.09805,-88.233583,LINK North
2018,4THGRG:2,GRGMUM:1,LNCLNKLRNY:1,PAR:2,2025-11-12T16:21:36-06:00,40.104133,-88.228583,ILLINI South
1610,TCBNEIL:4,NEILMKTV:4,WALMART:2,LSE:1,2025-11-12T16:21:33-06:00,40.14085,-88.246983,RED Urbana
1352,PARKVIEW:2,PDKWLOTG:1,SWALMART:1,WALMART:2,2025-11-12T16:21:42-06:00,40.067957,-88.2415,YELLOW North
1715,CSQRKNCH:8,HNTRLNR:1,WSFLDLWNDL:4,MNBRDY:2,2025-11-12T16:21:45-06:00,40.102467,-88.184133,GREEN East
2432,SPFLDBRCH:3,,DVNMYFR:3,LSE:8,2025-11-12T16:21:39-06:00,40.112333,-88.211367,GOLD East
1604,PLAZA:2,,LSE:1,IU:1,2025-11-12T16:21:45-06:00,40.110283,-88.227433,BRONZE West
1731,SPFLDPRC:1,LSE:8,PAR:2,LSE:8,2025-11-12T16:21:45-06:00,40.112333,-88.212017,SILVER North
1346,NEILSTDM:1,RNDLFAVNDL:2,IT:1,RNDBRNRD:2,2025-11-12T16:21:42-06:00,40.102727,-88.24125,BLUE West
1196,VINIL:4,RACEIL:7,LSE:1,IU:1,2025-11-12T16:21:42-06:00,40.109503,-88.205,BRONZE West
1191,MATSDVN:2,DVNSNPR:3,DEPOT:1,KBYMYFR:2,2025-11-12T16:21:36-06:00,0.0,0.0,GREEN EXPRESS ALT WEST
2422,UNI2ND:1,,UNICTGRV:1,IT:1,2025-11-12T16:22:33-06:00,40.11635,-88.237917,ORANGEHOPPER West
2429,FOXRSCNCE:1,FOXDVN:4,WALMART:2,SWALMART:1,2025-11-12T16:22:42-06:00,40.093233,-88.249183,YELLOW South
1351,MYFRBDMR:2,MATSBDMR:1,DVNMYFR:3,LSE:8,2025-11-12T16:22:42-06:00,40.093733,-88.272167,GOLD East
2043,PLAHNYSKL:1,ANTMATS:2,IT:2,INTRSRCH:1,2025-11-12T16:22:42-06:00,40.134117,-88.2718,LAVENDER North
1348,BDWYNWTR:1,MNUBNA:3,PKLN:1,UWALMART:2,2025-11-12T16:22:36-06:00,40.11191,-88.2075,GREY East
2202,BRADJAS:3,BRADWLS:6,PKLN:1,PKLN:1,2025-11-12T16:22:42-06:00,40.12725,-88.2649,BROWN A
2365,IU:9,WRTCHAL:4,LNCLNKLRNY:1,PAR:2,2025-11-12T16:22:45-06:00,40.108267,-88.228867,ILLINI South
1716,BDWYUNI:2,UNIMCLGH:1,UWALMART:2,PKLN:1,2025-11-12T16:22:33-06:00,40.1161,-88.207517,GREY West
2022,ARC:2,1STGRG:2,PAR:2,LNCLNKLRNY:1,2025-11-12T16:22:45-06:00,40.101417,-88.238167,ILLINI North
2416,GLNHRTN:4,WDSRGLN:4,PKLN:1,PKLN:1,2025-11-12T16:22:39-06:00,40.086833,-88.2627,BROWN A
2415,JOHNKNWD:3,SPFLDCFD:3,WSFLDLWNDL:4,RNDBRNRD:2,2025-11-12T16:22:33-06:00,40.112583,-88.286,GREEN East
1350,PSPCTWASH:2,VINWLS:1,UWALMART:2,PKLN:1,2025-11-12T16:22:30-06:00,40.1216,-88.257917,GREY West
2262,5THARY:3,PLAZA:4,PAR:2,LNCLNKLRNY:1,2025-11-12T16:22:45-06:00,40.105433,-88.230583,ILLINI North
1721,HRISBRAD:4,VINHRIS:4,INTRSRCH:1,IT:2,2025-11-12T16:22:45-06:00,40.124133,-88.253183,LAVENDER South
1611,WDSRVYBK:3,WDSRDNCN:3,RNDBRNRD:2,RNDBRNRD:2,2025-11-12T16:22:33-06:00,40.083933,-88.298383,PINK B
2424,CFDSSI:2,CFDRP:2,WASHLRMN:7,PKLN:1,2025-11-12T16:22:39-06:00,40.116283,-88.281667,GREENHOPPER West
2201,RNDLFBRD:2,BRADSTE:8,PKLN:1,PKLN:1,2025-11-12T16:22:45-06:00,40.126917,-88.245217,BROWN B
2145,NVGRGPL:3,LAR:1,WALMART:2,LSE:1,2025-11-12T16:22:45-06:00,40.105933,-88.219617,RED Urbana
1938,MATSRBR:4,RBRCFD:1,PKLN:1,WASHLRMN:7,2025-11-12T16:22:42-06:00,40.111083,-88.280717,GREENHOPPER East
1836,PA6TH:1,6THGRG:2,PA6TH:1,STNCRKSTLWTR:1,2025-11-12T16:22:24-06:00,40.100617,-88.229117,GREEN East
2428,YMCA:1,WDSRFRMNGTN:1,RNDBRNRD:1,RNDBRNRD:1,2025-11-12T16:22:45-06:00,40.083733,-88.308033,PINK A
2430,GDWNCB:1,CHEMLS:1,LSE:8,DVNMYFR:3,2025-11-12T16:22:39-06:00,40.1107,-88.223983,GOLD West
2426,MNDWY:8,MNSMITH:1,MNBRDY:2,LSE:8,2025-11-12T16:22:36-06:00,40.1129,-88.1747,GREEN WEST
2105,LINC:1,LNCLNWSCR:4,LNCLNKLRNY:2,PAR:2,2025-11-12T16:22:42-06:00,40.125017,-88.21955,ILLINI South
2104,LNCLNBRAD:2,LNCLNKLRNY:2,PAR:2,LNCLNKLRNY:2,2025-11-12T16:22:45-06:00,40.1299,-88.218867,ILLINI North
2148,BDWYUNI:7,LSE:1,RNDBRNRD:2,150DOD:5,2025-11-12T16:22:39-06:00,40.114267,-88.207433,ORANGE East
2146,6THARY:7,GRGMUM:1,LSE:8,PAR:2,2025-11-12T16:22:45-06:00,40.104517,-88.230283,SILVER South
2020,PLAMCNLY:3,,,,2025-11-12T16:22:39-06:00,40.129,-88.2628,Not available
2041,FLLNCLN:1,PAMD:2,ODSS:1,IT:5,2025-11-12T16:22:36-06:00,40.098233,-88.21885,TEAL West
2436,GRGLIB:1,GWNGRG:3,E14:2,LSE:8,2025-11-12T16:22:42-06:00,40.10415,-88.2284,GOLDHOPPER East
2435,6THARY:7,1STGRG:1,IT:5,E14:2,2025-11-12T16:22:36-06:00,40.104333,-88.2303,YELLOWHOPPER South
2017,PAMD:2,LNCLNOR:2,PAR:2,LNCLNKLRNY:1,2025-11-12T16:22:36-06:00,40.100567,-88.22135,ILLINI North
2433,VINWASH:4,FRLN:1,PKLN:1,WASHLRMN:7,2025-11-12T16:22:39-06:00,40.105333,-88.205033,GREENHOPPER East
2312,IU:1,CHEMLS:1,IT:5,ODSS:1,2025-11-12T16:22:42-06:00,40.11045,-88.2243,TEAL East
2419,1STSMR:4,1STHZLWD:4,UNIWRT:2,ISWS:2,2025-11-12T16:22:42-06:00,40.092517,-88.238283,LINK South
2439,GRNGWN:8,GRN6TH:1,WASHLRMN:7,PKLN:1,2025-11-12T16:22:45-06:00,40.110467,-88.227567,GREENHOPPER West
1724,,,,,2025-11-12T16:22:39-06:00,40.116167,-88.241883,Not available
1612,PLAZA:4,WHTWRT:2,E14:2,IT:5,2025-11-12T16:22:33-06:00,40.109967,-88.22885,YELLOWHOPPER North
2423,,KBYOAK:2,E14:2,PKNSEAST:2,2025-11-12T16:22:42-06:00,40.095717,-88.2397,GOLD East
1730,PAR:2,PSL:2,PAR:2,LSE:8,2025-11-12T16:22:42-06:00,40.09925,-88.219233,SILVER North
2147,PKNSEAST:1,CACC:1,PKNSEAST:1,E14:2,2025-11-12T16:22:45-06:00,40.127083,-88.194733,GOLD West
2421,LNCLNSMR:4,VETMED:1,VETMED:1,VETMED:1,2025-11-12T16:22:42-06:00,40.09195,-88.21905,RAVEN N/A
2364,GRNGWN:8,WRTHLY:2,PAR:2,IT:5,2025-11-12T16:22:33-06:00,40.11055,-88.225167,TEAL West
2438,GRNLCST:1,NEILSPFLD:2,MNBRDY:2,WSFLDLWNDL:4,2025-11-12T16:22:36-06:00,40.110517,-88.2434,GREEN West
2431,,KBYOAK:2,E14:2,IT:5,2025-11-12T16:22:36-06:00,40.0957,-88.2393,YELLOWHOPPER North
1354,PSPCTWASH:4,UNIPSPCT:6,PKLN:1,UWALMART:2,2025-11-12T16:22:36-06:00,40.12217,-88.26225,GREY East
1714,PDKELOTB:2,,CE:9,ASHTON:2,2025-11-12T16:22:36-06:00,40.116383,-88.218083,BROWN ALT PM A
2260,4THGRG:2,GRGMUM:1,LNCLNKLRNY:1,PAR:2,2025-11-12T16:22:45-06:00,40.104167,-88.228633,ILLINI South
1722,MNCHSNT:3,LGN1ST:3,WALMART:2,SWALMART:1,2025-11-12T16:22:42-06:00,40.115417,-88.241333,YELLOW South
1720,GRNLCST:3,GRN4TH:3,WSFLDLWNDL:4,MNBRDY:2,2025-11-12T16:22:42-06:00,40.11015,-88.239367,GREEN East
1728,,CRSNTRBM:1,RNDBRNRD:2,IT:1,2025-11-12T16:22:42-06:00,40.1111,-88.2793,BLUE East
2417,PLAZA:4,WHTWRT:2,SWALMART:1,WALMART:2,2025-11-12T16:22:33-06:00,40.110017,-88.228833,YELLOW North
2306,GLNHRTN:2,GLNTDR:2,PKLN:1,PKLN:1,2025-11-12T16:22:45-06:00,40.08895,-88.262567,BROWN B
1734,SSTNMOS:2,WDSRMYRA:5,LSE:1,WALMART:2,2025-11-12T16:22:42-06:00,40.08375,-88.181483,RED Champaign
2305,LGN1ST:3,GRN1ST:4,IT:2,MLKNCTSMDW:2,2025-11-12T16:22:36-06:00,40.113517,-88.238733,NAVY West
2149,,4THPA:1,PA6TH:1,CRTSWNSTN:3,2025-11-12T16:20:42-06:00,40.100633,-88.22655,GREEN EXPRESS West
2420,CFDCPA:1,SPFLD:3,UNICTGRV:9,RNDBRNRD:2,2025-11-12T16:22:36-06:00,40.11285,-88.282183,ORANGE West
2307,UNIMPL:1,VINWTR:4,UNICTGRV:9,RNDBRNRD:2,2025-11-12T16:22:36-06:00,40.11635,-88.2047,ORANGE West
2042,WHTWRT:2,UNI4TH:1,RNDBRNRD:2,IT:1,2025-11-12T16:22:45-06:00,40.116433,-88.2305,BLUE East
2040,PSL:1,,LSE:8,PAR:2,2025-11-12T16:22:30-06:00,40.10055,-88.220667,SILVER South
2434,WHT1ST:1,WLNTLGN:1,LSE:1,WALMART:2,2025-11-12T16:22:33-06:00,40.11555,-88.2411,RED Champaign
2311,UNIWRT:2,UNILNCLN:7,UNIWRT:2,ISWS:2,2025-11-12T16:22:33-06:00,40.1163,-88.2283,LINK South
2021,,,,,2025-11-12T16:22:36-06:00,40.100567,-88.22085,Not available
1607,TCBMNRDS:1,TCBMJR:8,SWALMART:1,WALMART:2,2025-11-12T16:22:33-06:00,40.142767,-88.2552,YELLOW North
1939,SPFLDRSL:1,SPFLDMATS:9,PA6TH:1,CRTSWNSTN:3,2025-11-12T16:22:39-06:00,40.112817,-88.2674,GREEN EXPRESS West
1713,WDSRVYBK:1,CATFN:1,IT:2,CATFS:2,2025-11-12T16:22:36-06:00,40.081783,-88.30915,NAVY West
1729,SPFLD:3,SPFLDMATS:6,RNDBRNRD:2,WASHLRMN:7,2025-11-12T16:22:39-06:00,40.11275,-88.27705,GREENHOPPER EAST
1727,4THKBY:5,4THPDY:5,ISWS:2,UNIWRT:2,2025-11-12T16:22:36-06:00,40.101133,-88.23335,LINK North
2018,GRGLIB:1,GWNGRG:3,LNCLNKLRNY:1,PAR:2,2025-11-12T16:22:42-06:00,40.10415,-88.22635,ILLINI South
1610,TCBNEIL:4,NEILMKTV:4,WALMART:2,LSE:1,2025-11-12T16:22:33-06:00,40.140017,-88.245233,RED Urbana
1352,PDKWLOTM:1,PDKELOTB:2,SWALMART:1,WALMART:2,2025-11-12T16:22:21-06:00,40.06897,-88.24625,YELLOW North
1715,HNTRLNR:1,WASHLRMN:2,WSFLDLWNDL:4,MNBRDY:2,2025-11-12T16:22:45-06:00,40.103867,-88.187333,GREEN East
2432,SPFLDBRCH:3,,DVNMYFR:3,LSE:8,2025-11-12T16:22:45-06:00,40.11185,-88.207417,GOLD East
1604,IU:1,CHEMLS:1,IU:1,LSE:1,2025-11-12T16:22:33-06:00,40.110433,-88.225267,BRONZE East
1731,SPFLDBRCH:3,,PAR:2,LSE:8,2025-11-12T16:22:33-06:00,40.112417,-88.208533,SILVER North
1346,RNDLFSTNAG:2,STEJOHN:1,IT:1,RNDBRNRD:2,2025-11-12T16:22:42-06:00,40.102537,-88.245083,BLUE West
1196,RACEOR:4,RACEIA:4,LSE:1,IU:1,2025-11-12T16:22:42-06:00,40.109187,-88.208833,BRONZE West
1191,MATSDVN:2,DVNSNPR:3,DEPOT:1,KBYMYFR:2,2025-11-12T16:22:42-06:00,0.0,0.0,GREEN EXPRESS ALT WEST
2422,UNI2ND:1,,UNICTGRV:1,IT:1,2025-11-12T16:23:36-06:00,40.116083,-88.2405,ORANGEHOPPER West
2429,FOXDVN:4,FOXKLWD:4,WALMART:2,SWALMART:1,2025-11-12T16:23:42-06:00,40.089283,-88.250417,YELLOW South
1351,MYFRBDMR:2,MATSBDMR:1,DVNMYFR:3,LSE:8,2025-11-12T16:23:42-06:00,40.093733,-88.272167,GOLD East
2043,PLAJOANE:1,ANTDOBB:4,IT:2,INTRSRCH:1,2025-11-12T16:23:42-06:00,40.136667,-88.2719,LAVENDER North
1348,BDWYNWTR:1,MNUBNA:3,PKLN:1,UWALMART:2,2025-11-12T16:23:42-06:00,40.11191,-88.207417,GREY East
2202,BRADWLS:6,BRADHGN:3,PKLN:1,PKLN:1,2025-11-12T16:23:45-06:00,40.12715,-88.2596,BROWN A
2365,PLAZA:3,5THCHAL:1,LNCLNKLRNY:1,PAR:2,2025-11-12T16:23:30-06:00,40.107033,-88.228867,ILLINI South
1716,BDWYUNI:2,UNIMCLGH:1,UWALMART:2,PKLN:1,2025-11-12T16:23:33-06:00,40.1162,-88.207517,GREY West
2022,1STSTDM:2,1STARY:5,PAR:2,LNCLNKLRNY:1,2025-11-12T16:23:39-06:00,40.103983,-88.2386,ILLINI North
2416,WDSRGLN:4,WDSRSTLW:1,PKLN:1,PKLN:1,2025-11-12T16:23:39-06:00,40.08375,-88.263917,BROWN A
2415,JOHNKNWD:3,SPFLDCFD:3,WSFLDLWNDL:4,RNDBRNRD:2,2025-11-12T16:23:33-06:00,40.112583,-88.286,GREEN East
1350,PSPCTVIN:8,VINMCNLY:1,UWALMART:2,PKLN:1,2025-11-12T16:23:36-06:00,40.12217,-88.25875,GREY West
2262,5THARY:3,PLAZA:4,PAR:2,LNCLNKLRNY:1,2025-11-12T16:23:45-06:00,40.1055,-88.228883,ILLINI North
1721,VINHRIS:4,STEVIN:3,INTRSRCH:1,IT:2,2025-11-12T16:23:45-06:00,40.122117,-88.250317,LAVENDER South
1611,WDSRDNCN:3,CHHLLKVW:3,RNDBRNRD:2,RNDBRNRD:2,2025-11-12T16:23:36-06:00,40.08375,-88.2952,PINK B
2424,CFDPK:2,CFDPAV:2,WASHLRMN:7,PKLN:1,2025-11-12T16:23:36-06:00,40.119467,-88.28165,GREENHOPPER West
2201,RNDLFBRAD:8,BRADELM:1,PKLN:1,PKLN:1,2025-11-12T16:23:45-06:00,40.12725,-88.247967,BROWN B
2145,NVLNCLN:3,LNCLNPA:6,WALMART:2,LSE:1,2025-11-12T16:23:33-06:00,40.1041,-88.219283,RED Urbana
1938,RBRCFD:1,SPFLDCFD:6,PKLN:1,WASHLRMN:7,2025-11-12T16:23:42-06:00,40.111683,-88.282817,GREENHOPPER East
1836,PA6TH:1,6THGRG:2,PA6TH:1,STNCRKSTLWTR:1,2025-11-12T16:23:24-06:00,40.100617,-88.229117,GREEN East
2428,WDSRWEST:2,WNDSRSTLY:1,RNDBRNRD:1,RNDBRNRD:1,2025-11-12T16:23:45-06:00,40.083883,-88.308033,PINK A
2430,GDWNCB:1,CHEMLS:1,LSE:8,DVNMYFR:3,2025-11-12T16:23:42-06:00,40.1105,-88.223983,GOLD West
2426,MNSMITH:1,MNILEAS:2,MNBRDY:2,LSE:8,2025-11-12T16:23:36-06:00,40.113033,-88.182467,GREEN WEST
2105,FRVWLNCLN:4,CAMPUSCIR:2,LNCLNKLRNY:2,PAR:2,2025-11-12T16:23:42-06:00,40.118067,-88.2195,ILLINI South
2104,,LNCLNKING:4,LNCLNKLRNY:1,PAR:2,2025-11-12T16:23:39-06:00,40.132333,-88.217817,ILLINI South
2148,BDWYNWTR:1,VINWTR:2,RNDBRNRD:2,150DOD:5,2025-11-12T16:23:33-06:00,40.1121,-88.20745,ORANGE East
2146,GRGLIB:1,GWNGRG:3,LSE:8,PAR:2,2025-11-12T16:23:39-06:00,40.10415,-88.22755,SILVER South
2020,PLAMCNLY:3,,,,2025-11-12T16:22:39-06:00,40.129,-88.2628,Not available
2041,FLLNCLN:1,PAMD:2,ODSS:1,IT:5,2025-11-12T16:23:36-06:00,40.0995,-88.220833,TEAL West
2436,GRGLIB:1,GWNGRG:3,E14:2,LSE:8,2025-11-12T16:23:45-06:00,40.104133,-88.225767,GOLDHOPPER East
2435,6THARY:7,1STGRG:1,IT:5,E14:2,2025-11-12T16:23:36-06:00,40.10415,-88.2348,YELLOWHOPPER South
2017,PAMD:2,LNCLNOR:2,PAR:2,LNCLNKLRNY:1,2025-11-12T16:23:39-06:00,40.1041,-88.219133,ILLINI North
2433,VINWASH:4,FRLN:1,PKLN:1,WASHLRMN:7,2025-11-12T16:23:39-06:00,40.10385,-88.205017,GREENHOPPER East
2312,IU:1,CHEMLS:1,IT:5,ODSS:1,2025-11-12T16:23:36-06:00,40.11045,-88.2243,TEAL East
2419,1STGTY:8,GRTYGRFTH:1,UNIWRT:2,ISWS:2,2025-11-12T16:23:42-06:00,40.0873,-88.239283,LINK South
2439,GRNGWN:8,GRN6TH:1,WASHLRMN:7,PKLN:1,2025-11-12T16:23:45-06:00,40.110383,-88.228167,GREENHOPPER West
1724,,,,,2025-11-12T16:23:39-06:00,40.116133,-88.240933,Not available
1612,WRTHLY:2,WHITESTR:2,E14:2,IT:5,2025-11-12T16:23:36-06:00,40.112017,-88.228933,YELLOWHOPPER North
2423,,KBYOAK:2,E14:2,PKNSEAST:2,2025-11-12T16:22:42-06:00,40.095717,-88.2397,GOLD East
1730,PAR:2,PSL:2,PAR:2,LSE:8,2025-11-12T16:23:45-06:00,40.099367,-88.222733,SILVER North
